num_ticket,fecha,asunto,usuario,prioridad,departamento,tipo,fuente,estado_actual,atraso,contesta,agente,equipo,lider,srn,correcciones,prevenciones,prioridad_corregida,prioridad_final
696141,9/20/2023 15:15,Nueva cuenta VPN,mmorales,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,1,0,msandoval,Equipo de soporte de JDE,,,,,Normal,Normal
111515,9/22/2023 8:34,Presentación de la licencia,cmorales,Baja,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Baja,Baja
695303,9/22/2023 10:12,Reinicio del servidor físico en Coloc,vvargas,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,1,0,jsarango,Equipo de hardware,,,,,Normal,Normal
696090,9/22/2023 10:36,Solicitar ECI para la página del asesor estudiantil,aramirez,Baja,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,1,0,mjacome,BPM - Equipo de soporte de ProcessMaker,,,,,Baja,Baja
696701,9/25/2023 11:51,PRUEBA JDE: Error al actualizar el correo electrónico mediante SQL,crodriguez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,0,0,spaez,Equipo de Salesforce,,,,,Normal,Normal
111328,9/26/2023 13:49,Instancia DEV no accesible,avargas,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
696191,9/27/2023 8:19,Autoridad para subsanar errores,mmartinez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,1,1,nenriquez,Equipo de AWS,,,,,Normal,Normal
111612,9/27/2023 11:28,El cajero no puede usar la búsqueda en SAP (UPCEB),mrodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
696493,9/28/2023 8:14,Error en la aplicación de la licencia,jfernandez,Baja,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,0,1,nenriquez,Equipo de AWS,,,,,Baja,Baja
695026,9/28/2023 10:35,No puedo acceder a mi cuenta,dvargas,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,1,1,spaez,Equipo de Workday,,,,,Alta,Alta
695484,9/28/2023 11:06,Instancia de prueba de JDE: Error: No configurado como trabajador,llopez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,1,spaez,Equipo de soporte de JDE,,,,,Normal,Normal
695130,9/28/2023 15:02,JDE PROD - Error al actualizar la configuración de AME,dramirez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,1,1,mjacome,Equipo de mesa de ayuda,,,,,Alta,Alta
111544,9/28/2023 16:06,actualización de memoria de computadora portátil,vfernandez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,0,1,jsarango,Equipo de red,,,,,Normal,Normal
111119,9/29/2023 9:45,Error al agregar nuevas tablas en el registro de auditoría,dcastro,Baja,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,0,0,msandoval,Equipo de soporte de JDE,,,,,Baja,Baja
111332,9/29/2023 10:29,Cómo obtener una imagen en BI Publisher,dramirez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
111132,9/29/2023 13:13,Página de autorización para contratar deshabilitada,mmorales,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
695071,9/29/2023 15:06,JDE PROD - Cuenta bancaria número 8 de julio de 2019,vlopez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,0,0,msandoval,Equipo de hardware,,,,,Normal,Normal
696698,10/2/2023 8:27,La UPOU no puede imprimir SALN,crodriguez,Alta,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Resuelto,1,0,jsarango,BPM - Equipo de soporte de ProcessMaker,,,,,Alta,Alta
695841,10/3/2023 15:10,Solicitud de aplicación de parche en la instancia DEV,dperez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,0,0,nenriquez,Equipo de red,,,,,Normal,Normal
111533,10/3/2023 15:22,Script SQL personalizado en el informe - Detalles de Internet,mperez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
696609,10/4/2023 16:18,Diseñador de aplicaciones en 9.0 PROD,sperez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,0,1,spaez,Equipo de soporte de SAP,,,,,Alta,Alta
695317,10/5/2023 8:16,Autoridad para completar errores mediante instancias de desarrollo y prueba,vperez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,0,1,nenriquez,Equipo de AWS,,,,,Normal,Normal
111208,10/5/2023 13:29,Problema con la página de error JDE PROD (23 de mayo de 2019),vgomez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
696171,10/9/2023 8:38,Las transacciones se están aplazando,mfernandez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,0,0,msandoval,Equipo de soporte de JDE,,,,,Alta,Alta
695216,10/9/2023 10:04,Adjuntar/Vincular un grupo de aprobadores a una regla,jlopez,Normal,Departamento Técnico Interno,Pedido,Correo electrónico,Resuelto,0,1,nenriquez,Equipo de mesa de ayuda,,,,,Normal,Normal
695336,10/9/2023 11:04,UP Los Baños no incluido en PMP,lvargas,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,0,1,msandoval,Equipo de hardware,,,,,Alta,Alta
696351,10/9/2023 13:17,Duplicados de Asunto en EOR.,aramirez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,1,msandoval,Equipo de red,,,,,Normal,Normal
695718,10/9/2023 13:53,Formulario accesos especiales,jrodriguez,Alta,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,0,0,nenriquez,Equipo de red,,,,,,Baja
111378,10/9/2023 16:19,Error de SF,cfernandez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Alta,Alta
111364,10/10/2023 13:36,Carga lenta en SAP - 3 de enero de 2020,dfernandez,Urgente,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Urgente,Urgente
111471,10/11/2023 12:22,Portátil de rendimiento lento,mcastro,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,1,1,rmorillo,Equipo de mesa de ayuda,,,,,Normal,Normal
695785,10/12/2023 9:43,No puedo acceder a mi cuenta,lramirez,Alta,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,0,0,jsarango,Equipo de red,,,,,Alta,Alta
695301,10/12/2023 11:44,No hay éxito al generar informes,amartinez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de red,,,,,Normal,Normal
696263,10/12/2023 16:22,Mostrar pie de página en el informe generado.,dcastro,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,1,0,rmorillo,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
695128,10/13/2023 12:10,Problema con la importación de diario a través del Asistente de diario,dlopez,Alta,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,0,0,spaez,BPM - Equipo de soporte de ProcessMaker,,,,,Alta,Alta
695729,10/13/2023 12:47,Generando el informe CHED_FT_2018,mgomez,Normal,Departamento Técnico Interno,Pedido,Web,Abierto,1,1,jsarango,Equipo de hardware,,,,,Normal,Normal
111451,10/13/2023 16:30,Reparación de portátiles,ccastro,Urgente,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,0,1,jsarango,Equipo de red,,,,,Urgente,Urgente
695521,10/16/2023 8:27,Ordenar el nombre del elemento alfabéticamente,dvargas,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,1,0,jsarango,Equipo de Workday,,,,,Normal,Normal
695726,10/16/2023 8:43,Analizador Técnico de RRHH en TEST,mgomez,Urgente,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,0,0,msandoval,Equipo de soporte de JDE,,,,,Urgente,Urgente
695932,10/16/2023 9:36,Acceso a las carpetas compartidas,jvargas,Alta,Departamento Técnico Interno,Pedido,Web,Resuelto,1,1,rmorillo,Equipo de hardware,,,,,,Baja
695074,10/16/2023 10:43,PROD: Fase inactiva / Estado: Sin gerente,vrodriguez,Urgente,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,1,1,spaez,Equipo de Workday,,,,,Urgente,Urgente
696261,10/16/2023 13:25,PROD: CoS - El registro ya ha sido ingresado,cperez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,1,1,msandoval,Equipo de soporte de JDE,,,,,Normal,Normal
111614,10/16/2023 16:20,Error en módulo Mantener Horario de Clases,cvargas,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
696400,10/17/2023 9:55,Regla de licencia de vacaciones,mvargas,Baja,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,0,jsarango,BPM - Equipo de soporte de ProcessMaker,,,,,Baja,Baja
695199,10/18/2023 11:30,No se puede realizar la búsqueda después del reinicio,cramirez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,0,nenriquez,Equipo de Workday,,,,,Normal,Normal
695782,10/18/2023 12:12,Error de búfer en la clase COST 110,mvargas,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,1,1,msandoval,Equipo de soporte de JDE,,,,,Normal,Normal
111186,10/18/2023 14:10,prueba de alertas por correo electrónico,lmorales,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,1,1,msandoval,Equipo de hardware,,,,,Normal,Normal
696641,10/18/2023 14:42,Las transacciones se están aplazando,cmartinez,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,1,msandoval,Equipo de soporte de JDE,,,,,Alta,Alta
695843,10/19/2023 12:44,Prueba JDE: Fecha de finalización de las entradas de elementos múltiples,dvargas,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,1,0,spaez,Equipo de AWS,,,,,Normal,Normal
111472,10/20/2023 9:55,Error al guardar la plantilla,afernandez,Baja,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Baja,Baja
695631,10/20/2023 13:24,Preocupación por borrar la caché del navegador,sperez,Baja,Departamento Técnico Interno,Pedido,Correo electrónico,Resuelto,1,1,nenriquez,Equipo de soporte de JDE,,,,,Baja,Baja
111514,10/20/2023 13:28,Dell SoppotAssist ha detectado un componente defectuoso,cramirez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,1,1,rmorillo,Equipo de red,,,,,Normal,Normal
694821,10/20/2023 16:04,JDE Prod no disponible (08 de agosto de 2019),crodriguez,Urgente,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,0,0,msandoval,Equipo de soporte de SAP,,,,,Urgente,Urgente
696319,10/23/2023 9:03,JDE PROD - Solicitudes no completadas (06 de mayo de 2019),sramirez,Alta,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,0,0,nenriquez,Equipo de soporte de SAP,,,,,Alta,Alta
696037,10/23/2023 9:05,Instalación de impresora y escáner empson,clopez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,1,0,nenriquez,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
695467,10/23/2023 11:28,La UPOU no puede imprimir SALN,amorales,Alta,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,0,0,spaez,Equipo de hardware,,,,,Alta,Alta
695725,10/23/2023 11:52,No se puede calcular la matrícula del estudiante (UPMNL),mramirez,Normal,Departamento Técnico Interno,Pedido,Web,Abierto,0,1,jsarango,Equipo de mesa de ayuda,,,,,Normal,Normal
111123,10/24/2023 16:18,No se puede acceder/Datos incorrectos en la página de inicio de sesión,llopez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,spaez,Equipo de soporte de JDE,,,,,Alta,Alta
695193,10/26/2023 13:50,"12/01/2020 12:00 p. m. Error de inicio de sesión de ""bea.jolt""",mmorales,Urgente,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Resuelto,1,1,jsarango,Equipo de AWS,,,,,Urgente,Urgente
694991,10/27/2023 9:02,Cálculo de GWA entre registros,mrodriguez,Normal,Departamento Técnico Interno,Pedido,Correo electrónico,Resuelto,0,1,nenriquez,Equipo de soporte de JDE,,,,,Normal,Normal
695630,10/27/2023 9:52,La licencia aún no está activada/reflejada en fortic,smorales,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,1,0,rmorillo,Equipo de Salesforce,,,,,Normal,Normal
695536,10/27/2023 11:13,El motor 3C no funciona,sfernandez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,0,0,spaez,Equipo de Workday,,,,,Normal,Normal
696195,10/27/2023 14:13,Extracción de datos en ODSM.,cvargas,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,1,0,jsarango,Equipo de hardware,,,,,Normal,Normal
111389,10/30/2023 9:42,No se puede iniciar el VNCServer,jgomez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
694920,10/30/2023 11:21,La computadora portátil funciona lenta,afernandez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,1,spaez,Equipo de mesa de ayuda,,,,,Normal,Normal
696049,10/30/2023 11:26,ERROR 504,mperez,Urgente,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,0,1,nenriquez,Equipo de soporte de SAP,,,,,Urgente,Urgente
694816,10/30/2023 11:54,PROD: Valor cero en el resultado de la ejecución de nómina,lrodriguez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,0,0,mjacome,Equipo de mesa de ayuda,,,,,Normal,Normal
111140,10/30/2023 12:13,Solicitar y deshabilitar cuenta,lfernandez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
111262,10/30/2023 12:25,Error de rehabilitación 260(OSI),vrodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
694970,10/30/2023 13:29,No se puede agregar el adaptador de software iSCSI,mperez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,0,1,jsarango,Equipo de AWS,,,,,Normal,Normal
695676,10/30/2023 14:32,JDE Prod - Estado de los componentes web (10 de abril de 2019),mperez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Resuelto,1,0,spaez,Equipo de hardware,,,,,Normal,Normal
696327,10/30/2023 16:01,REGISTRO Informe de evaluación de necesidad de reemplazo de computadoras,jperez,Alta,Departamento Técnico Interno,Pedido,Correo electrónico,Cerrado,0,1,msandoval,Equipo de hardware,,,,,,Baja
696623,11/1/2023 9:30,JDE PROD - Retirar/Cancelar una ER aprobada,sperez,Normal,Departamento Técnico Interno,Pedido,Web,Abierto,0,1,mjacome,Equipo de soporte de SAP,,,,,Normal,Normal
696066,11/2/2023 11:03,SAP NO ACCESIBLE,mramirez,Urgente,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,1,1,spaez,Equipo de soporte de JDE,,,,,Urgente,Urgente
696634,11/2/2023 14:02,No se puede calcular la matrícula del estudiante (UPMNL),ccastro,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,0,1,jsarango,Equipo de hardware,,,,,Normal,Normal
695755,11/2/2023 16:28,Error al mostrar en módulo diferente,dramirez,Urgente,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,0,1,mjacome,BPM - Equipo de soporte de ProcessMaker,,,,,Urgente,Urgente
111298,11/3/2023 8:51,"No se pudo obtener la fecha de inicio del período. (14813,43)",jlopez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
695323,11/3/2023 9:14,Permiso de clase de FOR 200-3 en UPLB,vrodriguez,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,1,spaez,Equipo de Salesforce,,,,,Alta,Alta
696262,11/3/2023 11:15,Error de producción de JDE: falla del servidor web (08 de abril de 2019),afernandez,Urgente,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,0,0,spaez,Equipo de Workday,,,,,Urgente,Urgente
695082,11/3/2023 12:41,Instalación y configuración de ESET,jmartinez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,0,0,mjacome,Equipo de AWS,,,,,Alta,Alta
111325,11/3/2023 14:53,Solicitud de visita in situ,lcastro,Alta,Departamento Técnico Interno,Pedido,Web,Cerrado,0,1,nenriquez,Equipo de red,,,,,Alta,Alta
696564,11/3/2023 15:16,ERROR DE SQL,mcastro,Urgente,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,0,0,msandoval,Equipo de red,,,,,Urgente,Urgente
696407,11/6/2023 8:07,SOLICITUD DE CONFIGURACIÓN DE PANTALLA,drodriguez,Baja,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,1,1,rmorillo,Equipo de soporte de SAP,,,,,,Normal
695013,11/6/2023 9:32,Cambio de nombre en JDE mediante personalización de página,cfernandez,Normal,Departamento Técnico Interno,Pedido,Web,Cerrado,0,0,mjacome,Equipo de Salesforce,,,,,Normal,Normal
695663,11/6/2023 10:00,Contraseña de VPN,cperez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,1,jsarango,Equipo de Workday,,,,,Normal,Normal
696302,11/6/2023 12:16,Desaceleración de producción de JDE (17 de abril de 2019),mcastro,Urgente,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,0,0,spaez,Equipo de AWS,,,,,Urgente,Urgente
696187,11/6/2023 12:27,No podemos encontrar UP_FORM5_1.,crodriguez,Baja,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,1,1,rmorillo,BPM - Equipo de soporte de ProcessMaker,,,,,Baja,Baja
696212,11/6/2023 13:15,No se puede conectar a la VPN,sramirez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,1,0,msandoval,Equipo de Workday,,,,,Normal,Normal
694858,11/6/2023 15:07,Pruebas assdasd,jmorales,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,0,0,rmorillo,Equipo de AWS,,,,,Normal,Normal
695497,11/7/2023 10:52,Creación automática de órdenes de compra a partir de ReqJDEitions aprobadas,dfernandez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Resuelto,0,1,nenriquez,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
111584,11/7/2023 12:18,Solicitud de actualización del enlace de la Política de Privacidad,lperez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
111625,11/7/2023 13:29,Problema de cálculo de matrícula,jcastro,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
696563,11/7/2023 14:10,Error de inicio de sesión,lramirez,Urgente,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,1,0,nenriquez,Equipo de red,,,,,Urgente,Urgente
696044,11/7/2023 15:10,PROD: Fase inactiva / Estado: Sin gerente,amartinez,Urgente,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,0,1,jsarango,Equipo de red,,,,,Urgente,Urgente
695465,11/8/2023 14:58,Actualización Descripción del curso MCB 11.,jgomez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,1,0,mjacome,Equipo de soporte de SAP,,,,,Normal,Normal
111300,11/8/2023 15:45,PROD: Error en la Adquisición,jvargas,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
696237,11/8/2023 15:56,Lista de datos maestros en SAP,lperez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,1,0,nenriquez,Equipo de AWS,,,,,Normal,Normal
696551,11/9/2023 8:35,Tiempo de inactividad,vlopez,Normal,Departamento Técnico Interno,Pedido,Web,Abierto,0,0,mjacome,Equipo de soporte de JDE,,,,,Normal,Normal
695949,11/10/2023 8:15,No se puede acceder a JDE-SIT en MAC,cramirez,Normal,Departamento Técnico Interno,Pedido,Web,Abierto,0,0,jsarango,Equipo de hardware,,,,,Normal,Normal
111474,11/10/2023 13:13,Oracle Web ADI: Error fatal,mfernandez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Alta,Alta
111455,11/10/2023 13:20,Error en la lista de calificaciones,lmorales,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
694972,11/14/2023 10:49,Autoridad para subsanar errores,scastro,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,0,1,jsarango,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
695615,11/14/2023 15:45,Adjuntar/Vincular un grupo de aprobadores a una regla,cmartinez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,0,0,rmorillo,Equipo de AWS,,,,,Normal,Normal
696392,11/14/2023 16:07,Cloudflare bloqueó la carga de XML,arodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,1,1,nenriquez,Equipo de hardware,,,,,Normal,Normal
696567,11/15/2023 12:58,Fecha servidor pagina STC,dmorales,Normal,Departamento Técnico Interno,Pedido,Web,Cerrado,1,1,nenriquez,Equipo de soporte de JDE,,,,,,Alta
111336,11/16/2023 14:18,DEV: Error en el aprendizaje externo,lgomez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
695273,11/17/2023 9:06,Notificación de aprobación no reenviada,jramirez,Alta,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,0,0,spaez,Equipo de AWS,,,,,Alta,Alta
695476,11/17/2023 11:24,Servicio restringido de PeopleSoft,arodriguez,Alta,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,0,0,msandoval,Equipo de soporte de JDE,,,,,Alta,Alta
696028,11/17/2023 13:09,No se puede mostrar la clase en la interfaz de usuario/informe de AA,aperez,Baja,Departamento Técnico Interno,Pedido,Correo electrónico,Resuelto,0,0,msandoval,Equipo de hardware,,,,,Baja,Baja
695095,11/17/2023 14:02,Error al agregar nuevas tablas en el registro de auditoría,vmorales,Baja,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,0,0,jsarango,BPM - Equipo de soporte de ProcessMaker,,,,,Baja,Baja
694850,11/17/2023 14:13,Analizador de personas para 132939,dgomez,Normal,Departamento Técnico Interno,Pedido,Correo electrónico,Cerrado,0,1,nenriquez,Equipo de Workday,,,,,Normal,Normal
695459,11/17/2023 16:25,La autenticación falló al ejecutar informes,vmorales,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,0,0,spaez,Equipo de soporte de JDE,,,,,Normal,Normal
111241,11/20/2023 14:51,Migración de proyecto de instancia DEV a PROD,aramirez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Baja,Baja
695693,11/20/2023 15:28,Tiempo de inactividad de JDE (billete posterior a la emisión),vramirez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,0,nenriquez,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
111161,11/21/2023 13:16,Página de inicio de sesión Campo de nombre de usuario Problema (29 de marzo de 2019),svargas,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
111466,11/22/2023 16:22,prueba usando lista,vmartinez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,1,0,rmorillo,Equipo de mesa de ayuda,,,,,Normal,Normal
695346,11/24/2023 8:10,Puertos IP abiertos,vvargas,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,1,1,nenriquez,Equipo de mesa de ayuda,,,,,Normal,Normal
696019,11/24/2023 9:26,Problema con la responsabilidad del administrador del flujo de trabajo,mlopez,Normal,Departamento Técnico Interno,Pedido,Web,Abierto,0,0,mjacome,Equipo de mesa de ayuda,,,,,Normal,Normal
111217,11/24/2023 10:00,Problema COS: se encontró un error en la aplicación,srodriguez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Alta,Alta
111149,11/24/2023 13:26,Aprobaciones de solicitudes diferidas,lfernandez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Alta,Alta
694917,11/24/2023 14:17,Instancia DEV,dmorales,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,0,0,jsarango,Equipo de AWS,,,,,Normal,Normal
696104,11/24/2023 14:37,Página de error,lfernandez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
111179,11/24/2023 16:14,Autoridad para subsanar errores,cfernandez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
695884,11/24/2023 16:25,Página de error al iniciar sesión en JDE Prod (04 de marzo de 2019),jrodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Resuelto,0,1,mjacome,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
695056,11/27/2023 9:36,Instancia de prueba de JDE: proceso en segundo plano del flujo de trabajo,dcastro,Normal,Departamento Técnico Interno,Pedido,Correo electrónico,Resuelto,0,0,spaez,Equipo de hardware,,,,,Normal,Normal
696292,11/27/2023 10:26,Solicitud concurrente colgada: Año presupuestario abierto,scastro,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,1,0,rmorillo,Equipo de mesa de ayuda,,,,,Normal,Normal
695304,11/27/2023 14:23,Reparación de portátiles,vramirez,Urgente,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,0,0,spaez,Equipo de soporte de SAP,,,,,Urgente,Urgente
111411,11/27/2023 16:20,Aprendizaje externo - Navegación,lrodriguez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
696161,11/28/2023 10:58,Anexo UPMin de Cuentas por Pagar de JDE,drodriguez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,0,1,spaez,Equipo de red,,,,,Normal,Normal
